10000,0.0000157405,0.0003459342
20000,0.0000262870,0.0005078861
30000,0.0000345237,0.0007001739
40000,0.0000384532,0.0008882456
50000,0.0000600193,0.0018004285
60000,0.0000642406,0.0018505198
70000,0.0000661468,0.0019217638
80000,0.0000751708,0.0023370475
90000,0.0000844732,0.0025647439
100000,0.0000934577,0.0029203491
