10000,0.0051883785,0.0000021814
20000,0.0138571613,0.0000370237
30000,0.0167364916,0.0000085361
40000,0.0187130762,0.0000090511
50000,0.0254472758,0.0000090681
60000,0.0499923713,0.0000116292
70000,0.0528231112,0.0000101239
80000,0.0485025552,0.0000086358
90000,0.0661688033,0.0000116808
100000,0.0724842733,0.0000097319
