10000,0.0043281973,0.0000093449
20000,0.0088687997,0.0000056132
30000,0.0130432565,0.0000054128
40000,0.0187676463,0.0000061222
50000,0.0289897736,0.0000055335
60000,0.0344303437,0.0000046896
70000,0.0570619234,0.0000070917
80000,0.0578507652,0.0000061244
90000,0.0642314873,0.0000080195
100000,0.0626683694,0.0000071721
