10000,0.0040196204,0.0000035004
20000,0.0094093301,0.0000028176
30000,0.0117528603,0.0000026321
40000,0.0161685537,0.0000038707
50000,0.0212322131,0.0000032443
60000,0.0262551106,0.0000036460
70000,0.0362705840,0.0000034759
80000,0.0571138361,0.0000055543
90000,0.0450699840,0.0000051575
100000,0.0663868126,0.0000073942
